Project_ID,Location,Room_Type,Room_Area,Floor_Type,Ceiling_Type,Wall_Finish,Lighting_Preference,Budget_Range,Total_Cost,Project_Type,Design_Type
5768,"https://maps.google.com/?q=82.14591298017567,9.874824251063075",home theater,3196,tile,tray,tiles,warm white,luxury,497093,residential,
5769,"https://maps.google.com/?q=-19.13339349875558,-132.35697158450975",shop,1798,vinyl,flat,stone cladding,recessed,luxury,108041,,art deco
5770,"https://maps.google.com/?q=-88.97144427249071,22.860427038623214",terrace,2318,concrete,vaulted,paint,chandelier,high,222645,infrastructure,
5771,"https://maps.google.com/?q=-55.38484029907023,45.688602947127464",office,2416,tile,flat,paint,chandelier,luxury,310068,landscaping,
5772,"https://maps.google.com/?q=37.73951627633586,175.50914949519813",kitchen,2465,concrete,beam,wallpaper,chandelier,luxury,348154,renovation,
5773,"https://maps.google.com/?q=63.72905068686251,-159.0301088998633",library,810,wooden,custom,stone cladding,chandelier,medium,109944,,bohemian
5774,"https://maps.google.com/?q=86.97470625472678,-172.73375345709528",kitchen,2129,vinyl,beam,stone cladding,chandelier,low,457836,,contemporary
5775,"https://maps.google.com/?q=-57.92635640771459,-86.34351147636296",bedroom,3964,tile,tray,stone cladding,pendant,high,304231,commercial,
5776,"https://maps.google.com/?q=-50.59237025032806,-6.890398243040352",terrace,1391,vinyl,custom,stone cladding,recessed,luxury,98084,,minimalist
5777,"https://maps.google.com/?q=-78.7762702582809,-50.45055691728203",library,3439,concrete,tray,wood paneling,chandelier,medium,405160,,mid-century
5778,"https://maps.google.com/?q=11.490261952945474,73.81553097684889",shop,3237,wooden,custom,paint,daylight,high,72776,renovation,
5779,"https://maps.google.com/?q=-64.27038354435024,-45.34359245055441",kitchen,3307,vinyl,vaulted,tiles,warm white,medium,276942,,industrial
5780,"https://maps.google.com/?q=82.72251650469252,-44.8560356343493",bedroom,1157,laminate,tray,wood paneling,daylight,luxury,511339,residential,
5781,"https://maps.google.com/?q=11.279230651947145,107.74672478796316",hall,1096,marble,vaulted,tiles,chandelier,medium,568501,residential,
5782,"https://maps.google.com/?q=1.4392445853260654,160.07518415982156",living room,644,laminate,custom,paint,daylight,medium,219073,renovation,
5783,"https://maps.google.com/?q=10.554792827436458,-62.369572911327424",bathroom,4439,wooden,custom,wallpaper,warm white,medium,580614,renovation,
5784,"https://maps.google.com/?q=-74.52264836486371,-22.863817965492956",garage,2969,vinyl,custom,paint,pendant,high,204920,landscaping,
5785,"https://maps.google.com/?q=60.67669860862284,11.090802495944445",study,950,vinyl,beam,tiles,pendant,luxury,235489,,vintage
5786,"https://maps.google.com/?q=30.947216673808157,138.04596457267127",shop,2727,laminate,vaulted,wood paneling,warm white,high,542767,,art deco
5787,"https://maps.google.com/?q=-48.76829524422163,48.716757683614844",balcony,2167,concrete,vaulted,paint,cool white,low,427282,,mid-century
5788,"https://maps.google.com/?q=71.687186721757,-113.57367474393148",hall,1640,wooden,vaulted,stone cladding,cool white,low,73201,,classic
5789,"https://maps.google.com/?q=25.028989285422753,163.5308093289853",kitchen,1000,laminate,beam,stone cladding,warm white,high,490650,,art deco
5790,"https://maps.google.com/?q=-39.61293570794742,-79.02595165480284",garage,1641,concrete,flat,tiles,pendant,luxury,528627,,modern
5791,"https://maps.google.com/?q=51.002423923225166,-107.2102766067975",playroom,3514,vinyl,vaulted,wood paneling,warm white,luxury,384258,infrastructure,
5792,"https://maps.google.com/?q=-3.075593493219131,-2.0367962047776302",laundry room,888,laminate,flat,stone cladding,warm white,low,544708,infrastructure,
5793,"https://maps.google.com/?q=-34.249258127165895,139.66223595229633",bathroom,1738,concrete,custom,wallpaper,recessed,luxury,558681,,art deco
5794,"https://maps.google.com/?q=-4.126265495555231,131.28967730271523",laundry room,3202,marble,tray,paint,pendant,high,130688,industrial,
5795,"https://maps.google.com/?q=-47.2369705642349,-117.10832097827864",hall,1390,tile,tray,wood paneling,pendant,low,60692,,arabic
5796,"https://maps.google.com/?q=-82.85657192089847,-178.76431119142066",office,3007,laminate,tray,stone cladding,warm white,medium,498853,,scandinavian
5797,"https://maps.google.com/?q=-36.14805150949485,76.82510901260201",laundry room,3202,vinyl,vaulted,wallpaper,pendant,medium,390874,,contemporary
5798,"https://maps.google.com/?q=84.37782262844169,34.63536203576436",playroom,1792,concrete,tray,paint,cool white,high,531853,,transitional
5799,"https://maps.google.com/?q=59.29573119221948,-97.55808638659272",bathroom,4206,marble,flat,wallpaper,warm white,medium,379853,,modern
5800,"https://maps.google.com/?q=57.41932033707394,-101.72915779799744",kitchen,4149,concrete,tray,tiles,daylight,luxury,67719,industrial,
5801,"https://maps.google.com/?q=-65.06704344365255,141.94834775898522",hall,1307,marble,flat,wood paneling,daylight,low,451237,industrial,
5802,"https://maps.google.com/?q=36.03059763364445,2.4541162472790177",balcony,1295,marble,custom,wood paneling,warm white,low,182410,renovation,
5803,"https://maps.google.com/?q=-56.359071058294404,73.20664520298553",hall,3752,wooden,vaulted,paint,daylight,medium,93094,residential,
5804,"https://maps.google.com/?q=-65.59063838189111,-94.58292257862574",kitchen,2786,laminate,tray,tiles,recessed,high,172395,landscaping,
5805,"https://maps.google.com/?q=-54.02383678523654,124.10503909882465",study,4819,tile,beam,stone cladding,recessed,luxury,353037,,industrial
5806,"https://maps.google.com/?q=33.53295779852644,-10.0682005753483",office,2033,laminate,beam,wood paneling,daylight,low,330179,renovation,
5807,"https://maps.google.com/?q=49.12810126800176,-51.8140883637908",garage,4053,marble,custom,stone cladding,chandelier,medium,77760,renovation,
5808,"https://maps.google.com/?q=-34.575048065516015,154.04719113407384",bedroom,3460,vinyl,vaulted,tiles,warm white,high,599882,industrial,
5809,"https://maps.google.com/?q=44.11677988900064,137.1662000710607",office,4758,concrete,tray,wood paneling,pendant,luxury,97456,infrastructure,
5810,"https://maps.google.com/?q=-28.3296557064728,-166.1479170974833",terrace,3340,laminate,flat,tiles,pendant,medium,205115,infrastructure,
5811,"https://maps.google.com/?q=0.19293611181892345,96.32498238454019",playroom,2021,wooden,tray,wood paneling,pendant,low,308391,residential,
5812,"https://maps.google.com/?q=-46.96496135171629,94.87440702864797",entryway,2798,wooden,tray,paint,daylight,low,339900,,modern
5813,"https://maps.google.com/?q=-50.03269503298474,36.03829279245241",kitchen,4550,marble,beam,paint,cool white,low,288285,industrial,
5814,"https://maps.google.com/?q=37.526201708890824,-2.4726706140106103",garage,2433,concrete,flat,wallpaper,warm white,low,198243,,modern
5815,"https://maps.google.com/?q=-62.59124613680931,-19.989925978084415",terrace,4285,concrete,tray,paint,pendant,luxury,86096,,vintage
5816,"https://maps.google.com/?q=-80.69333042381005,-136.37435792053427",living room,2107,tile,beam,paint,recessed,low,464433,,contemporary
5817,"https://maps.google.com/?q=-37.88159164163645,-141.1128045133186",study,4758,wooden,vaulted,stone cladding,cool white,high,497239,,classic
5818,"https://maps.google.com/?q=-64.17455042914835,-135.4768340471361",kitchen,3670,marble,flat,stone cladding,cool white,medium,510467,,contemporary
5819,"https://maps.google.com/?q=-84.18439266891697,137.21945131927777",entryway,3891,concrete,flat,wood paneling,warm white,low,585721,commercial,
5820,"https://maps.google.com/?q=9.001327459962496,81.20622787254564",office,4432,concrete,vaulted,wallpaper,cool white,low,408832,renovation,
5821,"https://maps.google.com/?q=-3.8603826255378806,146.20097515231998",office,2821,concrete,custom,wallpaper,cool white,medium,260338,,vintage
5822,"https://maps.google.com/?q=59.71242987853131,148.8162455287843",laundry room,788,marble,beam,wallpaper,cool white,low,483220,renovation,
5823,"https://maps.google.com/?q=34.03069137327897,108.83293311012034",kitchen,2550,marble,vaulted,tiles,daylight,high,488853,commercial,
5824,"https://maps.google.com/?q=-61.00697792403947,151.7783069277396",living room,3605,tile,vaulted,stone cladding,warm white,luxury,127015,industrial,
5825,"https://maps.google.com/?q=-12.222347393675477,60.69934106007278",gym,2351,wooden,tray,paint,recessed,luxury,105823,,contemporary
5826,"https://maps.google.com/?q=-88.42989497624521,27.32115221610121",office,1473,concrete,custom,paint,warm white,high,556404,,vintage
5827,"https://maps.google.com/?q=67.37867505257148,-108.9277863467865",hall,1103,laminate,flat,wallpaper,daylight,medium,501585,,minimalist
5828,"https://maps.google.com/?q=32.29736214445833,144.9275287564016",laundry room,938,marble,vaulted,wood paneling,warm white,medium,280454,,scandinavian
5829,"https://maps.google.com/?q=-85.55637879179557,127.07922316735716",bedroom,892,marble,vaulted,tiles,warm white,high,85437,,rustic
5830,"https://maps.google.com/?q=24.382407175940102,-159.49207947996575",terrace,3423,tile,tray,wallpaper,chandelier,high,234334,,art deco
5831,"https://maps.google.com/?q=-76.94748182545035,78.80138095063012",living room,3940,wooden,beam,tiles,chandelier,low,256320,commercial,
5832,"https://maps.google.com/?q=-69.88943228999631,79.19330142725602",entryway,4887,vinyl,custom,wallpaper,recessed,luxury,365582,industrial,
5833,"https://maps.google.com/?q=34.079316621920825,-133.58656846040657",entryway,4716,tile,vaulted,wood paneling,pendant,low,501111,,arabic
5834,"https://maps.google.com/?q=65.98415841069587,-2.905232369302013",shop,1077,vinyl,tray,paint,pendant,low,152276,industrial,
5835,"https://maps.google.com/?q=-38.27796226653959,33.422052564742216",playroom,4965,wooden,custom,tiles,chandelier,medium,541611,industrial,
5836,"https://maps.google.com/?q=-76.02678922379143,57.62271973784195",home theater,737,marble,vaulted,wood paneling,recessed,high,438991,,bohemian
5837,"https://maps.google.com/?q=-29.96213096721194,-137.9998837036236",entryway,4343,vinyl,flat,wood paneling,chandelier,luxury,405722,,scandinavian
5838,"https://maps.google.com/?q=-89.64444648498241,-31.7597008402023",shop,1566,concrete,vaulted,paint,cool white,luxury,222321,renovation,
5839,"https://maps.google.com/?q=84.0767750055688,79.00876127062861",kitchen,3215,laminate,flat,tiles,daylight,low,266841,,minimalist
5840,"https://maps.google.com/?q=-44.971181446987984,147.4667274685408",balcony,3311,marble,vaulted,tiles,recessed,medium,364805,,arabic
5841,"https://maps.google.com/?q=20.565525308521458,-152.06056803225425",bedroom,1468,vinyl,tray,paint,recessed,medium,452601,commercial,
5842,"https://maps.google.com/?q=15.6797614263091,174.71655022197268",playroom,2435,wooden,vaulted,stone cladding,chandelier,medium,314867,,bohemian
5843,"https://maps.google.com/?q=-59.59528103718567,-62.83497710210324",kitchen,2525,tile,beam,paint,recessed,medium,506360,,rustic
5844,"https://maps.google.com/?q=-54.99809001205274,174.8397131918598",home theater,1985,marble,beam,tiles,pendant,luxury,103007,,scandinavian
5845,"https://maps.google.com/?q=61.651646353665825,74.68406507654137",shop,4254,vinyl,tray,tiles,recessed,low,205367,,art deco
5846,"https://maps.google.com/?q=-59.632390457547686,-94.27757603968",garage,3490,tile,flat,tiles,pendant,luxury,383308,,minimalist
5847,"https://maps.google.com/?q=-17.243648909911457,-18.62945910970882",bathroom,902,tile,beam,tiles,pendant,luxury,270611,renovation,
5848,"https://maps.google.com/?q=47.55749878215033,14.724797839790682",terrace,1286,marble,tray,paint,daylight,high,204434,infrastructure,
5849,"https://maps.google.com/?q=-89.83131952830908,102.53156446363153",terrace,2914,wooden,flat,wood paneling,recessed,medium,469543,residential,
5850,"https://maps.google.com/?q=51.047837323986755,-148.95554472987638",gym,2225,marble,custom,stone cladding,warm white,low,225155,,rustic
5851,"https://maps.google.com/?q=62.67726214813317,-136.50448546808983",bedroom,1704,concrete,tray,wallpaper,pendant,high,110072,landscaping,
5852,"https://maps.google.com/?q=11.873554632816564,151.97821093524988",office,3271,wooden,flat,wood paneling,recessed,luxury,249225,industrial,
5853,"https://maps.google.com/?q=1.4915828198134449,97.59406733546604",bedroom,2389,laminate,tray,tiles,daylight,medium,486965,,bohemian
5854,"https://maps.google.com/?q=38.32519998481709,33.98076181191183",entryway,1120,vinyl,tray,tiles,pendant,medium,257837,renovation,
5855,"https://maps.google.com/?q=-4.703196076268597,41.47996890852872",study,3951,wooden,tray,wallpaper,daylight,low,140139,,scandinavian
5856,"https://maps.google.com/?q=52.03337363131831,-111.05147484390126",shop,1691,laminate,flat,paint,cool white,medium,72476,,mid-century
5857,"https://maps.google.com/?q=81.76951008133014,104.05694673822455",garage,3561,concrete,vaulted,wood paneling,chandelier,medium,322647,industrial,
5858,"https://maps.google.com/?q=-75.35366162412062,-70.76657242055516",terrace,607,tile,flat,wood paneling,chandelier,low,288102,,mid-century
5859,"https://maps.google.com/?q=-42.9710416758586,125.5301151212202",library,1383,marble,flat,stone cladding,chandelier,medium,130178,,minimalist
5860,"https://maps.google.com/?q=-86.16519148560677,81.41753033532626",bathroom,1560,laminate,flat,stone cladding,chandelier,luxury,545141,commercial,
5861,"https://maps.google.com/?q=-87.65487433732673,-9.594028291131593",bedroom,4911,laminate,flat,wood paneling,recessed,low,508897,industrial,
5862,"https://maps.google.com/?q=-26.43164198470909,-162.72447519034125",shop,2228,marble,vaulted,stone cladding,warm white,medium,242179,industrial,
5863,"https://maps.google.com/?q=-70.76189985900778,-23.21853715858623",laundry room,1225,tile,tray,wallpaper,pendant,medium,94565,industrial,
5864,"https://maps.google.com/?q=33.34197357771163,20.542701085783193",bedroom,1834,tile,custom,tiles,chandelier,luxury,424687,industrial,
5865,"https://maps.google.com/?q=-32.77593223006461,167.66406888326884",office,3110,tile,flat,tiles,cool white,medium,423933,,industrial
5866,"https://maps.google.com/?q=-74.13204332729319,123.48366143646746",study,4855,laminate,custom,stone cladding,chandelier,medium,314641,,classic
5867,"https://maps.google.com/?q=-45.810542000395436,82.70878171914836",bathroom,3515,vinyl,flat,tiles,warm white,high,106462,commercial,
5868,"https://maps.google.com/?q=45.94760709578915,177.2610999918016",bathroom,1064,vinyl,tray,wallpaper,pendant,medium,484214,renovation,
5869,"https://maps.google.com/?q=47.287224543535075,-7.063077760316531",library,4287,vinyl,custom,tiles,recessed,luxury,203558,,industrial
5870,"https://maps.google.com/?q=-60.59202272708103,-136.43670907891604",playroom,4954,concrete,custom,wallpaper,pendant,high,366078,,classic
5871,"https://maps.google.com/?q=-88.44277810671001,-131.22761138353206",bedroom,2675,vinyl,vaulted,paint,recessed,high,265815,,vintage
5872,"https://maps.google.com/?q=-89.54942359958737,-108.87821533653046",playroom,768,laminate,beam,wood paneling,chandelier,low,207688,,bohemian
5873,"https://maps.google.com/?q=-88.43342217930804,15.866817782409015",bedroom,1748,vinyl,beam,paint,cool white,high,164810,,art deco
5874,"https://maps.google.com/?q=21.87231575886244,-170.88084137623872",entryway,4759,laminate,tray,stone cladding,daylight,luxury,273931,,mid-century
5875,"https://maps.google.com/?q=89.50859374233389,-5.698530230008487",playroom,2073,tile,custom,stone cladding,warm white,high,417396,,classic
5876,"https://maps.google.com/?q=-23.014009412529532,-158.88622325484266",office,1083,vinyl,flat,wallpaper,recessed,low,206510,,industrial
5877,"https://maps.google.com/?q=26.551343858045996,112.5948361168347",kitchen,2016,laminate,tray,tiles,daylight,low,506284,,mid-century
5878,"https://maps.google.com/?q=-59.8134764325647,-109.55663205186531",bedroom,1463,vinyl,beam,stone cladding,recessed,medium,460602,,modern
5879,"https://maps.google.com/?q=9.475865598683058,-49.72452096826825",balcony,1823,vinyl,beam,stone cladding,pendant,medium,459375,industrial,
5880,"https://maps.google.com/?q=16.95837361560872,-47.49450134678",garage,736,vinyl,beam,tiles,pendant,luxury,416026,,arabic
5881,"https://maps.google.com/?q=13.500078919772648,-40.601495803992464",study,2684,concrete,vaulted,paint,daylight,high,503131,,arabic
5882,"https://maps.google.com/?q=13.056738907869132,96.2523026691772",garage,620,laminate,custom,wood paneling,recessed,medium,283220,renovation,
5883,"https://maps.google.com/?q=22.543079006538832,76.75127037803986",living room,2918,laminate,custom,wallpaper,recessed,low,556892,,minimalist
5884,"https://maps.google.com/?q=9.216803959455191,17.354187286619236",shop,4226,tile,beam,wallpaper,chandelier,luxury,152597,landscaping,
5885,"https://maps.google.com/?q=-56.33914015795299,28.701517973165778",library,2243,wooden,tray,paint,cool white,high,519549,infrastructure,
5886,"https://maps.google.com/?q=-39.78904788094904,5.803439272375158",entryway,2290,tile,beam,tiles,daylight,luxury,402443,commercial,
5887,"https://maps.google.com/?q=42.60866554210807,-86.268619018097",garage,3093,vinyl,beam,wood paneling,cool white,high,88418,landscaping,
5888,"https://maps.google.com/?q=25.664624053530417,161.88783419121398",balcony,3646,concrete,flat,tiles,warm white,high,267518,,transitional
5889,"https://maps.google.com/?q=70.63014128210543,172.2890672712981",home theater,2190,wooden,beam,stone cladding,cool white,medium,503013,renovation,
5890,"https://maps.google.com/?q=-79.29166181410524,115.2153514935427",library,4435,laminate,tray,stone cladding,chandelier,medium,568948,infrastructure,
5891,"https://maps.google.com/?q=-56.415339405298546,3.3055849284355645",balcony,2017,marble,beam,stone cladding,recessed,low,544891,,modern
5892,"https://maps.google.com/?q=-78.7358312475923,-148.62026433109807",playroom,4611,marble,tray,tiles,pendant,high,87271,,scandinavian
5893,"https://maps.google.com/?q=82.43397469881356,152.8809884737047",gym,1784,laminate,beam,tiles,daylight,high,84782,,bohemian
5894,"https://maps.google.com/?q=-48.40520347703403,87.52483724575",study,2932,wooden,beam,tiles,pendant,medium,476089,commercial,
5895,"https://maps.google.com/?q=74.27750212495408,154.825866721389",study,4446,wooden,beam,paint,daylight,low,553033,industrial,
5896,"https://maps.google.com/?q=-85.21680672632674,92.66508019296776",bathroom,1501,wooden,custom,tiles,recessed,luxury,176409,,rustic
5897,"https://maps.google.com/?q=-88.48487661395592,-34.86346984281934",kitchen,4905,tile,custom,tiles,recessed,medium,376558,,industrial
5898,"https://maps.google.com/?q=-60.82810273472886,-122.79117495582003",living room,2343,wooden,tray,stone cladding,recessed,low,288230,residential,
5899,"https://maps.google.com/?q=-2.4916479871595243,-114.77961758221136",office,1671,wooden,beam,tiles,chandelier,low,198462,,transitional
5900,"https://maps.google.com/?q=68.24245630977939,-131.96839640673045",bathroom,1851,concrete,tray,tiles,recessed,high,355298,renovation,
5901,"https://maps.google.com/?q=-32.5844534067042,5.9351097872200285",hall,1596,tile,vaulted,wallpaper,warm white,low,537376,residential,
5902,"https://maps.google.com/?q=39.680726618809814,97.67190796138055",study,4121,vinyl,vaulted,tiles,warm white,medium,400650,industrial,
5903,"https://maps.google.com/?q=19.393455480796362,152.4275533673703",study,2664,marble,beam,tiles,warm white,high,130419,infrastructure,
5904,"https://maps.google.com/?q=-50.742198886107786,28.725875256769825",living room,1900,laminate,tray,paint,pendant,low,430380,landscaping,
5905,"https://maps.google.com/?q=-45.852995136860365,-119.13332662774849",living room,3229,laminate,flat,stone cladding,pendant,low,164550,infrastructure,
5906,"https://maps.google.com/?q=-31.591613466170507,71.63103337385965",home theater,3474,marble,flat,wallpaper,recessed,low,201353,,scandinavian
5907,"https://maps.google.com/?q=-3.618555158171233,-56.65005097778982",playroom,2160,vinyl,beam,wood paneling,daylight,low,157254,residential,
5908,"https://maps.google.com/?q=19.09051498693934,-108.07381000747763",bathroom,3554,marble,flat,wallpaper,chandelier,high,308668,residential,
5909,"https://maps.google.com/?q=-48.33314408900518,95.21207576716125",balcony,1331,wooden,flat,tiles,daylight,low,438022,,vintage
5910,"https://maps.google.com/?q=-44.003760190517255,-179.75363704734622",balcony,1433,marble,tray,stone cladding,cool white,medium,256898,,art deco
5911,"https://maps.google.com/?q=60.36639345897376,-61.96632257949747",entryway,1700,wooden,beam,wallpaper,daylight,high,263363,residential,
5912,"https://maps.google.com/?q=-12.057227725293629,66.12667537758733",kitchen,4481,tile,flat,tiles,warm white,luxury,248445,commercial,
5913,"https://maps.google.com/?q=-51.61745191706147,-77.44525982298305",study,1139,marble,flat,wood paneling,recessed,high,91246,,minimalist
5914,"https://maps.google.com/?q=-83.3006423505716,-172.05361796029672",terrace,2784,marble,custom,wallpaper,cool white,medium,159834,,classic
5915,"https://maps.google.com/?q=21.413187287290867,49.87554186699239",gym,3825,concrete,flat,stone cladding,recessed,medium,98346,,scandinavian
5916,"https://maps.google.com/?q=81.8398991994782,6.8403513591077285",playroom,2105,laminate,beam,stone cladding,chandelier,medium,86473,infrastructure,
5917,"https://maps.google.com/?q=-51.84032551703403,-8.10682608667031",hall,3195,tile,vaulted,tiles,recessed,luxury,374058,residential,
5918,"https://maps.google.com/?q=52.45182668886193,69.70693224765509",bathroom,2403,laminate,beam,paint,pendant,luxury,169166,infrastructure,
5919,"https://maps.google.com/?q=11.410256945280281,-165.99814248415075",terrace,2206,wooden,tray,wallpaper,cool white,low,318253,,mid-century
5920,"https://maps.google.com/?q=0.7528331173306668,90.19635963159493",bathroom,660,tile,vaulted,stone cladding,recessed,high,373633,,modern
5921,"https://maps.google.com/?q=-60.86036337575425,-33.55717464856883",hall,1475,vinyl,vaulted,stone cladding,cool white,low,119864,,mid-century
5922,"https://maps.google.com/?q=68.15006985431467,63.1959578282835",kitchen,4914,tile,beam,wallpaper,recessed,medium,449088,residential,
5923,"https://maps.google.com/?q=-27.94986190253841,-168.04742558332566",playroom,4003,wooden,tray,wood paneling,cool white,luxury,276400,residential,
5924,"https://maps.google.com/?q=-37.88885687528991,-92.5872294276719",gym,4587,vinyl,tray,wood paneling,cool white,high,196249,,art deco
5925,"https://maps.google.com/?q=13.36956893049657,98.89717724870997",entryway,529,concrete,custom,wood paneling,cool white,medium,77195,,art deco
5926,"https://maps.google.com/?q=50.377688314182535,73.50409509086614",laundry room,3362,laminate,custom,wood paneling,warm white,low,440288,landscaping,
5927,"https://maps.google.com/?q=-67.95848137537496,2.3115166019788376",study,1412,marble,beam,stone cladding,daylight,low,584840,,scandinavian
5928,"https://maps.google.com/?q=-68.69508788041074,-6.7144419115519725",bathroom,2324,vinyl,beam,paint,warm white,luxury,559616,,transitional
5929,"https://maps.google.com/?q=-32.69421885184826,121.88536652144734",home theater,1315,wooden,vaulted,wood paneling,pendant,medium,236931,renovation,
5930,"https://maps.google.com/?q=58.431708155916255,-177.6307034252415",gym,2003,vinyl,vaulted,tiles,chandelier,medium,452274,commercial,
5931,"https://maps.google.com/?q=-65.47342573947618,-87.31172073538531",bathroom,1375,laminate,vaulted,tiles,daylight,low,349406,commercial,
5932,"https://maps.google.com/?q=-80.10220914643732,110.12988017797983",home theater,3228,wooden,tray,stone cladding,daylight,low,550074,,vintage
5933,"https://maps.google.com/?q=-36.59789578304507,29.552113603316798",entryway,4772,concrete,flat,wallpaper,recessed,medium,157793,,vintage
5934,"https://maps.google.com/?q=62.15499721901773,9.392564523904923",garage,3818,laminate,tray,stone cladding,cool white,luxury,369488,residential,
5935,"https://maps.google.com/?q=15.565861519337247,-41.230513537572335",gym,4947,laminate,vaulted,wood paneling,pendant,luxury,451429,commercial,
5936,"https://maps.google.com/?q=-14.974764663865002,70.35800564959038",bathroom,619,tile,custom,paint,pendant,low,399566,renovation,
5937,"https://maps.google.com/?q=-53.198393239408944,-95.74993535737146",hall,2661,concrete,beam,tiles,chandelier,luxury,290112,,arabic
5938,"https://maps.google.com/?q=-30.424577060409753,26.491798744730204",kitchen,4008,wooden,custom,stone cladding,warm white,medium,171684,renovation,
5939,"https://maps.google.com/?q=84.96214040841164,-16.77663710011217",bathroom,4169,concrete,vaulted,tiles,pendant,low,588980,,bohemian
5940,"https://maps.google.com/?q=-2.4766717073281512,-10.741852056328952",playroom,3807,tile,tray,paint,pendant,low,565603,residential,
5941,"https://maps.google.com/?q=0.9312570116967436,-69.112899043478",balcony,3677,vinyl,vaulted,wallpaper,pendant,medium,276032,,contemporary
5942,"https://maps.google.com/?q=74.43497919752028,-45.44510944857956",shop,2789,laminate,beam,paint,recessed,luxury,393402,industrial,
5943,"https://maps.google.com/?q=69.09143529991883,-67.65617462995928",laundry room,3451,concrete,tray,paint,chandelier,high,573593,commercial,
5944,"https://maps.google.com/?q=49.49503254793842,82.8926281495651",home theater,733,laminate,flat,wood paneling,pendant,high,200148,infrastructure,
5945,"https://maps.google.com/?q=-3.602719548830976,28.98770204992971",entryway,3167,tile,tray,paint,chandelier,medium,168126,,art deco
5946,"https://maps.google.com/?q=-72.3591809503428,87.37581760909325",bathroom,1178,marble,vaulted,paint,daylight,luxury,253963,,mid-century
5947,"https://maps.google.com/?q=86.15078753378646,83.18361743666924",shop,3867,concrete,custom,stone cladding,daylight,high,112447,,contemporary
5948,"https://maps.google.com/?q=53.658579627137584,23.488530894832905",living room,2849,marble,custom,wallpaper,recessed,high,305860,commercial,
5949,"https://maps.google.com/?q=-37.987179746222566,74.24666486307225",home theater,3356,concrete,beam,tiles,cool white,low,230121,landscaping,
5950,"https://maps.google.com/?q=76.71077807233016,63.9574274603963",laundry room,4061,wooden,flat,paint,chandelier,luxury,215352,commercial,
5951,"https://maps.google.com/?q=-59.637409127749585,-49.148231901141315",gym,1438,marble,beam,tiles,warm white,medium,596793,commercial,
5952,"https://maps.google.com/?q=30.185195305386756,120.92329604705321",study,3167,tile,custom,tiles,pendant,medium,598041,,mid-century
5953,"https://maps.google.com/?q=-84.19753158937144,78.12419320532769",hall,4468,laminate,tray,stone cladding,cool white,luxury,274603,,transitional
5954,"https://maps.google.com/?q=-32.84542931039061,-115.28302064085611",living room,742,laminate,beam,paint,recessed,high,455481,,industrial
5955,"https://maps.google.com/?q=87.0941728460599,86.32678278065151",playroom,807,tile,custom,paint,warm white,medium,201510,industrial,
5956,"https://maps.google.com/?q=21.921329423844526,-66.57566652691511",terrace,2866,marble,tray,wood paneling,cool white,luxury,357565,,classic
5957,"https://maps.google.com/?q=35.40296835492883,-22.91053088409234",garage,2085,tile,flat,paint,daylight,low,231253,,rustic
5958,"https://maps.google.com/?q=26.6731648167638,-121.76502045659085",living room,1428,marble,vaulted,stone cladding,cool white,medium,537873,infrastructure,
5959,"https://maps.google.com/?q=-79.2445812524968,34.07437056098601",kitchen,3754,laminate,tray,stone cladding,warm white,luxury,310362,,classic
5960,"https://maps.google.com/?q=-1.0064877511701695,-94.10001295221214",garage,3027,wooden,vaulted,tiles,warm white,medium,319840,industrial,
5961,"https://maps.google.com/?q=-67.24102441020199,-15.862580534872137",hall,1308,laminate,flat,paint,pendant,luxury,179279,,art deco
5962,"https://maps.google.com/?q=70.35354338758938,52.248486562820545",shop,2630,wooden,beam,paint,warm white,luxury,171372,,art deco
5963,"https://maps.google.com/?q=4.551299806643385,168.63272709719814",shop,2474,tile,tray,wood paneling,pendant,medium,322514,,minimalist
5964,"https://maps.google.com/?q=74.90696267395384,-47.44234469598476",home theater,3006,marble,flat,wood paneling,recessed,low,553468,,industrial
5965,"https://maps.google.com/?q=-47.93974482653686,79.43046326680906",garage,4958,tile,beam,stone cladding,recessed,medium,435034,infrastructure,
5966,"https://maps.google.com/?q=80.7104620450962,-82.20601199452743",kitchen,3285,laminate,vaulted,wallpaper,pendant,low,126453,,industrial
5967,"https://maps.google.com/?q=5.649489608369947,174.3926283370522",playroom,3869,concrete,tray,wood paneling,recessed,medium,77443,residential,
5968,"https://maps.google.com/?q=44.154438351373244,-127.27672736209871",kitchen,922,marble,flat,paint,recessed,high,463632,industrial,
5969,"https://maps.google.com/?q=60.436197949815096,73.42863777570037",library,4022,tile,custom,wood paneling,chandelier,low,470057,,arabic
5970,"https://maps.google.com/?q=60.6390185559425,48.90076667716232",garage,4328,concrete,vaulted,stone cladding,pendant,medium,447366,,scandinavian
5971,"https://maps.google.com/?q=39.76662326559514,150.15519059622602",terrace,2950,marble,vaulted,wallpaper,cool white,low,237294,,mid-century
5972,"https://maps.google.com/?q=37.89208223616929,145.9188459109235",terrace,3841,laminate,tray,paint,daylight,high,263926,renovation,
5973,"https://maps.google.com/?q=75.5239833307921,50.806167823351274",laundry room,4538,vinyl,tray,wood paneling,cool white,luxury,351920,,vintage
5974,"https://maps.google.com/?q=-62.29372212917902,15.597890101121237",playroom,877,wooden,tray,wallpaper,cool white,low,452890,,rustic
